纵 zong4 7
纷 fen1 7
纸 zhi3 7
纹 wen2 7
纺 fang3 7
驴 lü2 7
纽 niu3 7
奉 feng4 8
玩 wan2 8
环 huan2 8
武 wu3 8
青 qing1 8
责 ze2 8
现 xian4 8
玫 mei2 8
表 biao3 9
规 gui1 8
抹 "mo3, ma1, mo4" 8
卦 gua4 8
坷 "ke1, ke3" 8
坯 pi1 8
拓 "tuo4, ta4" 8
拢 long3 8
拔 ba2 8
坪 ping2 8
拣 jian3 8
坦 tan3 8
担 "dan1, dan4" 8
坤 kun1 8
押 ya1 8
抽 chou1 8
拐 guai3 8
拖 tuo1 8
者 zhe3 8
拍 pai1 8
顶 ding3 8
拆 chai1 8
拎 lin1 8
拥 yong1 8
抵 di3 8
拘 ju1 8
势 shi4 8
抱 bao4 8
拄 zhu3 8
垃 la1 8
拉 "la1, la2" 8
拦 lan2 8
幸 xing4 8
拌 ban4 8
拧 "ning2, ning3, ning4" 8
拂 fu2 8
拙 zhuo1 8
招 zhao1 8
坡 po1 8
披 pi1 8
拨 bo1 8
择 "ze2, zhai2" 8
抬 tai2 8
拇 mu3 8
拗 "ao4, niu4" 8
其 qi2 8
取 qu3 8
茉 mo4 8
苦 ku3 8
昔 xi1 8
苛 ke1 8
若 ruo4 8
茂 mao4 8
苹 ping2 8
苗 miao2 8
英 ying1 8
苟 gou3 8
苑 yuan4 8
苞 bao1 8
范 fan4 8
直 zhi2 8
茁 zhuo2 8
茄 "qie2, jia1" 8
茎 jing1 8
苔 "tai2, tai1" 8
茅 mao2 8
枉 wang3 8
林 lin2 8
枝 zhi1 8
杯 bei1 8
枢 shu1 8
柜 "gui4, ju3" 8
枚 mei2 8
析 xi1 8
板 ban3 8
松 song1 8
枪 qiang1 8
枫 feng1 8
构 gou4 8
杭 hang2 8
杰 jie2 8
述 shu4 8
枕 zhen3 8
丧 "sang4, sang1" 8
或 huo4 8
画 hua4 8
卧 wo4 8
事 shi4 8
刺 "ci4, ci1" 8
枣 zao3 8
雨 yu3 8
卖 mai4 8
郁 yu4 9
矾 fan2 8
矿 kuang4 8
码 ma3 8
厕 ce4 8
奈 nai4 8
奔 "ben1, ben4" 8
奇 "qi2, ji1" 8
奋 fen4 8
态 tai4 8
欧 ou1 8
殴 ou1 8
垄 long3 8
妻 qi1 8
轰 hong1 8
顷 qing3 8
转 "zhuan3, zhuan4" 8
斩 zhan3 8
轮 lun2 8
软 ruan3 8
到 dao4 8
非 fei1 8
叔 shu1 8
歧 qi2 8
肯 ken3 8
齿 chi3 8
些 xie1 8
卓 zhuo2 8
虎 hu3 8
虏 lu3 8
肾 shen4 8
贤 xian2 8
尚 shang4 8
旺 wang4 8
具 ju4 8
味 wei4 8
果 guo3 9
昆 kun1 8
国 guo2 8
哎 ai1 8
咕 gu1 8
昌 chang1 8
呵 he1 8
畅 chang4 8
明 ming2 8
易 yi4 8
咙 long2 8
昂 ang2 8
迪 di2 8
典 dian3 8
固 gu4 8
忠 zhong1 8
呻 shen1 8
咒 zhou4 8
咋 "za3, ze2, zha1" 8
咐 fu4 8
呼 hu1 8
鸣 ming2 8
咏 yong3 8
呢 "ni2, ne" 8
咄 duo1 8
咖 "ga1, ka1" 8
岸 an4 8
岩 yan2 8
帖 "tie3, tie1, tie4" 8
罗 luo2 8
帜 zhi4 8
帕 pa4 8
岭 ling3 8
凯 kai3 8
败 bai4 8
账 zhang4 8
贩 fan4 8
贬 bian3 8
购 gou4 8
贮 zhu4 8
图 tu2 8
钓 diao4 8
制 zhi4 8
知 zhi1 8
迭 die2 8
氛 fen1 8
