一
匈 勹 凶 凵 乂
名 夕 口
各 夂 口
多 夕
争 𠂊 肀
色 ⺈ 巴
壮 丬 士 冫 丨
冲 冫 中 口 丨
妆 丬 女 冫 丨
冰 冫 水
庄 广 土
庆 广 大
亦
刘 文 刂
齐
交 亠 父
衣 亠 𧘇
次 冫 欠
产 六 厂 亠 八
决 冫 夬 大 乛
亥 亠 ?人
充 亠 允 厶 儿
妄 亡 女 亠 乚
闭 门 才
问 门 口
闯 门 马
羊
并 丷 开 一 廾
关 丷 天 一 大
米 木 丷
灯 火 丁 一 亅
州
汗 氵 干 一 十
污 氵 亏 一 丂
江 氵 工
汛 氵 卂 乁 十
池 氵 也 乜 丨
汝 氵 女
汤 氵 𠃓
忙 忄 亡 亠 乚
兴
宇 宀 于 二 亅
守 宀 寸
宅 宀 乇 丿 七
字 宀 子
安 宀 女
讲 讠 井
讳 讠 韦
军 冖 车
讶 讠 牙
许 讠 午 𠂉 十 丿 一
讹 讠 化 亻 匕 人
论 讠 仑 人 匕
讼 讠 公 八 厶
农
讽 讠 风 几 乂
设 讠 殳 几 又
访 讠 方
诀 讠 夬 大 乛
寻 彐 寸
那 冄 阝 冂 二
迅 辶 卂 乁 十
尽 尺 冫 尸 ㇏
导 巳 寸
异 己 廾
弛 弓 也 乜 丨
孙 子 小
阵 阝 车
阳 阝 日
收 丩 攵 丨
阶 阝 介 人 儿*
阴 阝 月
防 阝 方
奸 女 干 一 十
如 女 口
妇 女 彐
妃 女 己
好 女 子
她 女 也 乜 丨
妈 女 马
戏 又 戈 弋 丿
羽
观 又 见 冂 儿
欢 又 欠
买 乛 头 大 冫
红 纟 工
驮 马 大
纤 纟 千 丿 十
驯 马 川
约 纟 勺 勹 丶
级 纟 及 乃 ㇏
纪 纟 己
驰 马 也 乜 丨
纫 纟 刃 刀 丶
巡 辶 巛
寿 丰 寸
弄 王 廾
麦 龶 夂
玖 王 久
玛 王 马
形 开 彡 一 廾
进 辶 井
戒 廾 戈 弋 丿
吞 天 口 一 大
远 辶 元 一 兀 一 儿
违 辶 韦
韧 韦 刃 刀 丶
运 辶 云 二 厶
扶 扌 夫 一 大
抚 扌 无
坛 土 云 二 厶
技 扌 支 十 又
坏 土 不
抠 扌 区 匚 乂
扰 扌 尤
扼 扌 厄 厂 㔾
拒 扌 巨
找 扌 戈 弋 丿
批 扌 比
址 土 止
扯 扌 止
走 土 龰
抄 扌 少 小 丿
贡 工 贝 冂 人
汞 工 水
坝 土 贝 冂 人
攻 工 攵
赤
折 扌 斤
抓 扌 爪
扳 扌 反 ⺁ 又
抡 扌 仑 人 匕
扮 扌 分 八 刀
抢 扌 仓 人 㔾
孝 耂 子 土 丿
坎 土 欠
均 土 匀 勹 冫
抑 扌 卬 匚 卩
抛 扌 𠠵
投 扌 殳 几 又
坟 土 文
坑 土 亢 亠 几
抗 扌 亢 亠 几
坊 土 方
抖 扌 斗
护 扌 户 丶 尸
壳 士 几
志 士 心
块 土 夬 大 乛
扭 扌 丑
声 士 𠃜 尸 丨
把 扌 巴
报 扌 𠬝 卩 又
拟 扌 以 厶 人
却 去 卩 土 厶
抒 扌 予 龴 丁 一 亅
劫 去 力 土 厶
芙 艹 夫 一 大
芜 艹 无
苇 艹 韦
芽 艹 牙
花 艹 化 亻 匕 人
芹 艹 斤
芥 艹 介 人 儿*
芬 艹 分 八 刀
苍 艹 仓 人 㔾
芳 艹 方
严
芦 艹 户 丶 尸
芯 艹 心
劳 艹 力
克 古 儿 十 口
芭 艹 巴
苏 艹 办 力 丷
杆 木 干 一 十
杠 木 工
杜 木 土
材 木 才
村 木 寸
杖 木 丈
杏 木 口
杉 木 彡
巫 工 从 人
极 木 及 乃 ㇏
李 木 子
杨 木 𠃓
求
甫
匣 匚 甲 曰 丨
更
束 木 口
吾 五 口
豆
两
酉 西 一 兀 口 一 儿
丽 一 卪卪
医 匚 矢 𠂉 大 丿 一
辰
励 厉 力 厂 万
否 不 口
还 辶 不
尬 尢 介 人 儿*
歼 歹 千 夕 一 丿 十
来 米 一 木 丷
连 辶 车
轩 车 干 一 十
步 止 𣥂
卤 卜 龱
坚 収 土 丩 又 丨
肖 小 月
旱 日 干 一 十
盯 目 丁 一 亅
呈 口 王
时 日 寸
吴 口 天 一 大
助 且 力
县 且 厶
里 田 土
呆 口 木
吱 口 支 十 又
吠 口 犬 大 丶
呕 口 区 匚 乂
园 囗 元 一 兀 一 儿
旷 日 广
围 囗 韦
呀 口 牙
吨 口 屯
足 口 龰
邮 由 阝 曰 丨
男 田 力
困 囗 木
吵 口 少 小 丿
串 吕 丨 口
员 口 贝 冂 人
呐 口 内 冂 人
听 口 斤
吟 口 今 亼 ㇇ 人 一
吩 口 分 八 刀
呛 口 仓 人 㔾
吻 口 勿
吹 口 欠
呜 口 乌
吭 口 亢 亠 几
吧 口 巴
邑 口 巴
吼 口 孔 子 乚
囤 囗 屯
别 另 刂 口 力
吮 口 允 厶 儿
岖 山 区 匚 乂
岗 山 冈 冂 乂
帐 巾 长 冂 丨
财 贝 才 冂 人
针 钅 十
钉 钅 丁 一 亅
牡 牜 土
告 牛 口
我 千 戈 丿 十 弋 丿
乱 舌 乚 千 口 丿 十
利 禾 刂 丿 木
秃 禾 几 丿 木
秀 禾 乃 丿 木
私 禾 厶 丿 木
每 𠂉 母 丿 一
兵 丘 八
估 亻 古 人 十 口
体 亻 本 人 木 一
何 亻 可 人 口 丁 一 亅
佐 亻 左 人 𠂇 工 丿 一
佑 亻 右 人 𠂇 口 丿 一
但 亻 旦 人 日 一
伸 亻 申 人 曰 丨
佃 亻 田 人
作 亻 乍 人
伯 亻 白 人 日 丶
伶 亻 令 人 亼 龴 人 一
佣 亻 用 人 月 丨
低 亻 氐 人 氏 丶
你 亻 尔 人 ⺈ 小
住 亻 主 人 丶 王
位 亻 立 人
伴 亻 半 人
身
皂 白 七 日 丶
伺 亻 司 人 𠃌 𠮛 一 口
佛 亻 弗 人 弓 刂
囱 丶囗 夕
近 辶 斤
彻 彳 切 七 刀
役 彳 殳 几 又
返 辶 反 ⺁ 又
余 亼 朩 人 一
希 乂 布 𠂇 巾 丿 一 冂 丨
坐 人 土
谷 八 㕣 八 口
妥 爫 女
含 今 口 亼 ㇇ 人 一
邻 令 阝 亼 龴 人 一
岔 分 山 八 刀
肝 月 干 一 十
肛 月 工
肚 月 土
肘 月 寸
肠 月 𠃓
龟 ⺈ 电 曰 乚
甸 勹 田
免
狂 犭 王
犹 犭 尤
狈 犭 贝 冂 人
角 ⺈ 用 月 丨
删 册 刂
条 夂 木
彤 丹 彡
卵 𠂑 卪 𠂎 丶 卩 丶
灸 久 火
岛 乌 山
刨 包 刂 勹 巳
迎 辶 卬 匚 卩
饭 饣 反 ⺁ 又
饮 饣 欠
系 丿 糸 幺 小
言
冻 冫 东
状 丬 犬 冫 丨 大 丶
亩 亠 田
况 冫 兄 口 儿
床 广 木
库 广 车
庇 广 比
疗 疒 了 冫 广
吝 文 口
应 广 小一
这 辶 文
冷 冫 令 亼 龴 人 一
庐 广 户 丶 尸
序 广 予 龴 丁 一 亅
辛 立 十
弃 亠 弁 厶 廾
冶 冫 台 厶 口
忘 亡 心 亠 乚
闰 门 王
闲 门 木
间 门 日
闷 门 心
判 半 刂
兑 丷 兄 口 儿
灶 火 土
灿 火 山
灼 火 勺 勹 丶
弟 丷 𢎨 弔 丿 弓 丨
汪 氵 王
沐 氵 木
沛 氵 巿 巾 一 冂 丨
汰 氵 太 大 丶
沥 氵 历 厂 力
沙 氵 少 小 丿
汽 氵 气
沃 氵 夭 丿 大
沦 氵 仑 人 匕
汹 氵 凶 凵 乂
泛 氵 乏 丿 之
沧 氵 仓 人 㔾
没 氵 殳 几 又
沟 氵 勾 勹 厶
沪 氵 户 丶 尸
沈 氵 冘 冖 儿
沉 氵 冗 冖 几
沁 氵 心
怀 忄 不
忧 忄 尤
忱 忄 冘 冖 儿
快 忄 夬 大 乛
完 宀 元 一 兀 一 儿
宋 宀 木
宏 宀 厷 𠂇 厶 丿 一
牢 宀 牛
究 穴 九 宀 八
穷 穴 力 宀 八
灾 宀 火
良 丶 艮
证 讠 正 一 止
启 户 口 丶 尸
评 讠 平 干 丷 一 十
补 衤 卜
初 衤 刀
社 礻 土
祀 示 巳 二 小
识 讠 只 口 八
诈 讠 乍
诉 讠 斥 斤 丶
罕 ⺳ 干 一 十
诊 讠 㐱 人 彡
词 讠 司 𠃌 𠮛 一 口
译 讠 夅 夂 㐄 丨 二
君 尹 口 彐 丿
灵 彐 火
即 艮 卩
层 尸 云 二 厶
屁 尸 比
尿 尸 水
尾 尸 毛
迟 辶 尺 尸 ㇏
局 尸 乛口
改 己 攵
张 弓 长
忌 己 心
际 阝 示 二 小
陆 阝 击 凵 扌
阿 阝 可 口 丁 一 亅
陈 阝 东
阻 阝 且
附 阝 付 亻 寸 人
坠 队 土 阝 人
妓 女 支 十 又
妙 女 少 小 丿
妖 女 夭 丿 大
姊 女 𠂔
妨 女 方
妒 女 戶 丿 尸
努 奴 力 女 又
忍 刃 心 刀 丶
劲 𢀖 力 又 工
矣 厶 矢 𠂉 大 丿 一
鸡 又 鸟
纬 纟 韦
驱 马 区 匚 乂
纯 纟 屯
纱 纟 少 小 丿
纲 纟 冈 冂 乂
纳 纟 内 冂 人
驳 马 爻 乂
纵 纟 从 人
纷 纟 分 八 刀
纸 纟 氏
纹 纟 文
纺 纟 方
驴 马 户 丶 尸
纽 纟 丑
奉 𡗗 㐄 丨 二
玩 王 元 一 兀 一 儿
环 王 不
武 一弋 止
青 龶 月
责 龶 贝 冂 人
现 王 见 冂 儿
玫 王 攵
表 衣 土 亠 𧘇
规 夫 见 一 大 冂 儿
抹 扌 末 木 一
卦 圭 卜 土
坷 土 可 口 丁 一 亅
坯 土 丕 不 一
拓 扌 石
拢 扌 龙
拔 扌 犮 犬 丿 大 丶
坪 土 平 干 丷 一 十
拣 扌 𫠣
坦 土 旦 日 一
担 扌 旦 日 一
坤 土 申 曰 丨
押 扌 甲 曰 丨
抽 扌 由 曰 丨
拐 扌 另 口 力
拖 扌 㐌 𠂉 也 丿 一 乜 丨
者 耂 日 土 丿
拍 扌 白 日 丶
顶 丁 页 一 亅 丆 贝 一 丿 冂 人
拆 扌 斥 斤 丶
拎 扌 令 亼 龴 人 一
拥 扌 用 月 丨
抵 扌 氐 氏 丶
拘 扌 句 勹 口
势 执 力 扌 丸 九 丶
抱 扌 包 勹 巳
拄 扌 主 丶 王
垃 土 立
拉 扌 立
拦 扌 兰 丷 三 二 一
幸 土 𢆉
拌 扌 半
拧 扌 宁 宀 丁 一 亅
拂 扌 弗 弓 刂
拙 扌 出 屮 凵
招 扌 召 刀 口
坡 土 皮
披 扌 皮
拨 扌 发
择 扌 𠬤 又 㐄 丨 二
抬 扌 台 厶 口
拇 扌 母
拗 扌 幼 幺 力
其
取 耳 又
茉 艹 末 木 一
苦 艹 古 十 口
昔 龷 日
苛 艹 可 口 丁 一 亅
若 艹 右 𠂇 口 丿 一
茂 艹 戊 丿 戈 弋 丿
苹 艹 平 干 丷 一 十
苗 艹 田
英 艹 央 冂 大
苟 艹 句 勹 口
苑 艹 夗 夕 㔾
苞 艹 包 勹 巳
范 艹 氾 氵 㔾
直 𥃭 乚 十 目
茁 艹 出 屮 凵
茄 艹 加 力 口
茎 艹 圣 又 土
苔 艹 台 厶 口
茅 艹 矛
枉 木 王
林 木
枝 木 支 十 又
杯 木 不
枢 木 区 匚 乂
柜 木 巨
枚 木 攵
析 木 斤
板 木 反 ⺁ 又
松 木 公 八 厶
枪 木 仓 人 㔾
枫 木 风 几 乂
构 木 勾 勹 厶
杭 木 亢 亠 几
杰 木 灬
述 辶 术 木 丶
枕 木 冘 冖 儿
丧
或 戈 一口 弋 丿
画 一由 凵
卧 臣 卜
事
刺 朿 刂 木 冂
枣 朿 冫 木 冂
雨
卖 十 买 乛 头 大 冫
郁 有 阝 𠂇 月 丿 一
矾 石 凡 几 丶
矿 石 广
码 石 马
厕 厂 则 贝 刂 冂 人
奈 大 示 二 小
奔 大 卉 十 廾
奇 大 可 口 丁 一 亅
奋 大 田
态 太 心 大 丶
欧 区 欠 匚 乂
殴 区 殳 匚 乂 几 又
垄 龙 土
妻 一肀 女
轰 车 双 又
顷 匕 页 丆 贝 一 丿 冂 人
转 车 专
斩 车 斤
轮 车 仑 人 匕
软 车 欠
到 至 刂 𠫔 土 一 厶
非
叔 尗 又 上 小
歧 止 支 十 又
肯 止 月
齿
些 此 二 止 匕
卓 卜 早 日 十
虎 虍 儿
虏 虍 力
肾 収 月 丩 又 丨
贤 収 贝 丩 又 丨 冂 人
尚 小 冋 冂 囗
旺 日 王
具 貝 一 目 八
味 口 未 木 一
果 田 木
昆 日 比
国 囗 玉 王 丶
哎 口 艾 艹 乂
咕 口 古 十 口
昌
呵 口 可 口 丁 一 亅
畅 申 𠃓 曰 丨
明 日 月
易 日 勿
咙 口 龙
昂 日 卬 匚 卩
迪 辶 由 曰 丨
典
固 囗 古 十 口
忠 中 心 口 丨
呻 口 申 曰 丨
咒 口 几
咋 口 乍
咐 口 付 亻 寸 人
呼 口 乎
鸣 口 鸟
咏 口 永 水 丶
呢 口 尼 尸 匕
咄 口 出 屮 凵
咖 口 加 力 口
岸 山 厈 厂 干 一 十
岩 山 石
帖 巾 占 冂 丨 卜 口
罗 罒 夕
帜 巾 只 冂 丨 口 八
帕 巾 白 冂 丨 日 丶
岭 山 令 亼 龴 人 一
凯 岂 几 山 己
败 贝 攵 冂 人
账 贝 长 冂 人
贩 贝 反 冂 人 ⺁ 又
贬 贝 乏 冂 人 丿 之
购 贝 勾 冂 人 勹 厶
贮 贝 㝉 冂 人 宀 一
图 囗 冬 夂 冫
钓 钅 勺 勹 丶
制  刂
知 矢 口 𠂉 大 丿 一
迭 辶 失 丿 夫 一 大
氛 气 分 八 刀
垂
牧 牜 攵
物 牜 勿
乖 千 北 丿 十 爿? 匕
刮 舌 刂 千 口 丿 十
秆 禾 干 丿 木 一 十
和 禾 口 丿 木
季 禾 子 丿 木
委 禾 女 丿 木
秉 禾 ⺕ 丿 木
佳 亻 圭 人 土
侍 亻 寺 人 土 寸
岳 丘 山
供 亻 共 人 廿 廾
使 亻 吏 人 丈 口
例 亻 列 人 歹 刂 夕 一
侠 亻 夹 人 夫 丷 一 大
侥 亻 尧 人 丈? 兀 一 儿
版 片 反 ⺁ 又
侄 亻 至 人 𠫔 土 一 厶
侦 亻 贞 人 卜 贝 冂 人
侣 亻 吕 人 口
侧 亻 则 人 贝 刂 冂 人
凭 任 几 亻 壬 人 丿 士
侨 亻 乔 人 丿 夰 大 儿
佩 亻 凧 人 几 巾 冂 丨
货 化 贝 亻 匕 人 冂 人
侈 亻 多 人 夕
依 亻 衣 人 亠 𧘇
卑
的 白 勺 日 丶 勹 丶
迫 辶 白 日 丶
质 𣂑 贝 冂 人
欣 斤 欠
征 彳 正 一 止
往 彳 主 丶 王
爬 爪 巴
彼 彳 皮
径 彳 圣 又 土
所 戸 斤 一 尸
舍 亼 古 人 一 十 口
金
刹 杀 刂 乂 朩
命 亼 叩 人 一 口 卩
肴 乂 有 𠂇 月 丿 一
斧 父 斤
爸 父 巴
采 爫 木
觅 爫 见 冂 儿
受 爫 又
乳 孚 乚 爫 子
贪 今 贝 亼 ㇇ 人 一 冂 人
念 今 心 亼 ㇇ 人 一
贫 分 贝 八 刀 冂 人
忿 分 心 八 刀
肤 月 夫 一 大
肺 月 巿 巾 一 冂 丨
肢 月 支 十 又
肿 月 中 口 丨
胀 月 长
朋 月
股 月 殳 几 又
肮 月 亢 亠 几
肪 月 方
肥 月 巴
服 月 𠬝 卩 又
胁 月 办 力 丷
周 冂 吉 士 口
昏 氏 日
鱼
兔 免 丶
狐 犭 瓜
忽 勿 心
狗 犭 句 勹 口
狞 犭 宁 宀 丁 一 亅
备 夂 田
饰 饣 布 𠂇 巾 丿 一 冂 丨
饱 饣 包 勹 巳
饲 饣 司 𠃌 𠮛 一 口
变 亦 又
京 亠口 小
享 亠口 子
庞 广 龙
店 广 占 卜 口
夜 亠 亻夂丶
庙 广 由 曰 丨
府 广 付 亻 寸 人
底 广 氐 氏 丶
疟 疒 匚一 冫 广
疙 疒 乞 冫 广 𠂉 乙 丿 一
疚 疒 久 冫 广
剂 齐 刂
卒 亠从 十
郊 交 阝 亠 父
庚 广 彐+人
废 广 发
净 冫 争 𠂊 肀
盲 亡 目 亠 乚
放 方 攵
刻 亥 刂 亠 ?人
育 亠厶 月
氓 亡 民 亠 乚
闸 门 甲 曰 丨
闹 门 市 亠 巾 冂 丨
郑 关 阝 丷 天 一 大
券 龹 刀
卷 龹 卩
单 八田 十
炬 火 巨
炒 火 少 小 丿
炊 火 欠
炕 火 亢 亠 几
炎 火
炉 火 戸 一 尸
沫 氵 末 木 一
浅 氵 𢦑 戈 ? 弋 丿
法 氵 去 土 厶
泄 氵 世
沽 氵 古 十 口
河 氵 可 口 丁 一 亅
沾 氵 占 卜 口
泪 氵 目
沮 氵 且
油 氵 由 曰 丨
泊 氵 白 日 丶
沿 氵 㕣 八 口
泡 氵 包 勹 巳
注 氵 主 丶 王
泣 氵 立
泞 氵 宁 宀 丁 一 亅
泻 氵 写 冖 与
泌 氵 必 心 丿
泳 氵 永 水 丶
泥 氵 尼 尸 匕
沸 氵 弗 弓 刂
沼 氵 召 刀 口
波 氵 皮
泼 氵 发
泽 氵 𠬤 又 㐄 丨 二
治 氵 台 厶 口
怔 忄 正 一 止
怯 忄 去 土 厶
怖 忄 布 𠂇 巾 丿 一 冂 丨
性 忄 生 牛 一
怕 忄 白 日 丶
怜 忄 令 亼 龴 人 一
怪 忄 圣 又 土
怡 忄 台 厶 口
学 小 子
宝 宀 玉 王 丶
宗 宀 示 二 小
定 宀 𤴓
宠 宀 龙
宜 宀 且
审 宀 申 曰 丨
宙 宀 由 曰 丨
官 宀 㠯
空 穴 工 宀 八
帘 穴 巾 宀 八 冂 丨
宛 宀 夗 夕 㔾
实 宀 头 大 冫
试 讠 式 弋 工
郎 良 阝 丶 艮
诗 讠 寺 土 寸
肩 戸 月 一 尸
房 戸 方 一 尸
诚 讠 成 戊 丁 丿 戈 弋 丿 一 亅
衬 衤 寸
衫 衤 彡
视 礻 见 冂 儿
祈 礻 斤
话 讠 舌 千 口 丿 十
诞 讠 延 廴 正 一 止
诡 讠 危 ⺈ 厄 厂 㔾
询 讠 旬 勹 日
该 讠 亥 亠 ?人
详 讠 羊
建 廴 聿 肀 二
肃 肀 儿丷
录 彐 氺
隶 肀* 氺
帚 彐 巾 冂 丨
屉 尸 世
居 尸 古 十 口
届 尸 由 曰 丨
刷 𡰯 刂 尸 巾 冂 丨
屈 尸 出 屮 凵
弧 弓 瓜
弥 弓 尔 ⺈ 小
弦 弓 玄 亠 幺
承
孟 子 皿
陋 阝 乚丙
陌 阝 百 一 白 日 丶
孤 子 瓜
陕 阝 夹 夫 丷 一 大
降 阝 夅 夂 㐄 丨 二
函
限 阝 艮
妹 女 未 木 一
姑 女 古 十 口
姐 女 且
姓 女 生 牛 一
妮 女 尼 尸 匕
始 女 台 厶 口
姆 女 母
迢 辶 召 刀 口
驾 加 马 力 口
叁 厶大 三 二 一
参 厶 人彡
艰 又 艮
线 纟 戋 一 戈 弋 丿
练 纟 𫠣
组 纟 且
绅 纟 申 曰 丨
细 纟 田
驶 马 史 口 乂
织 纟 只 口 八
驹 马 句 勹 口
终 纟 冬 夂 冫
驻 马 主 丶 王
绊 纟 半
驼 马 它 宀 匕
绍 纟 召 刀 口
绎 纟 𠬤 又 㐄 丨 二
经 纟 𢀖 又 工
贯 毌 贝 冂 人
契 㓞 大 丰 刀
贰 弍 贝 弋 二 冂 人
奏 𡗗 天 一 大
春 𡗗 日
帮 邦 巾 丰 阝 冂 丨
玷 王 占 卜 口
珍 王 㐱 人 彡
玲 王 令 亼 龴 人 一
珊 王 冊 冂 廾
