义 yi4 74 亿翌轶毅裛挹艺鹝 0 "意义 社会主义 主义 义务" "义 yi4 justice; righteousness; meaning; foster (father etc); adopted; artificial (tooth, limb etc); relationship; friendship
意义 yi4yi4 sense; meaning; significance; importance
社会主义 she4hui4zhu3yi4 socialism
主义 zhu3yi4 -ism; ideology
异 yi4 74 𫄷埸癔弈缢勚镒枍 18 "异常 差异 异性 诧异" "异 yi4 different; other; hetero-; unusual; strange; surprising; to distinguish; to separate; to discriminate
异常 yi4chang2 unusual; abnormal; extremely; exceptionally
差异 cha1yi4 difference; discrepancy
异性 yi4xing4 the opposite sex; of the opposite sex; heterosexual; different in nature
诧异 cha4yi4 flabbergasted; astonished"
弈 yi4 74 殪意枍译蜴忆异埸 19  "博弈 bo2yi4 games (such as chess, dice etc); gambling; contest"
弋 yi4 74 奕亦羿屹埸艺熠廙 20 游弋 "弋 yi4 to shoot
游弋 you2yi4 (of a naval vessel) to cruise; to patrol; (of ducks, boats etc) to move about on a lake or river etc"
役 yi4 74 翊嫕浥翳瘗裛易埸 21 "战役 退役 奴役 服役" "役 yi4 forced labor; obligatory task; military service; to use as servant; to enserf; war; campaign; battle
战役 zhan4yi4 military campaign
退役 tui4yi4 to retire from the military, sport etc; to demobilize; to decommission; retired from use
奴役 nu2yi4 to enslave; slavery
服役 fu2yi4 to serve in the army; in active service"
忆 yi4 74 异熠屹裛轶呓镒毅 22 "记忆 回忆 追忆" "忆 yi4 to recollect; to remember; memory
记忆 ji4yi4 to remember; to recall; memory
回忆 hui2yi4 to recall; memories
追忆 zhui1yi4 to recollect; to recall (past times); to look back"
怿 yi4 74 镱疫缢薏佚忆佾劓 23  "怿 yi4 pleased; rejoice"
悒 yi4 74 杙义羿螠鹢乂翊勚 24  "悒 yi4 anxiety; worry"
意 yi4 74 镱绎廙亦瘗翌薏缢 25 "注意 意思 意义 同意" "意 yi4 italy; idea; meaning; thought; to think; wish; desire; intention; to expect; to anticipate
注意 zhu4yi4 to take note of; to pay attention to
意思 yi4si5 idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc
意义 yi4yi4 sense; meaning; significance; importance
同意 tong2yi4 to agree; to consent; to approve"
懿 yi4 74 裛绎艺裔勚悒邑异 26  "懿 yi4 (literary) exemplary; virtuous"
抑 yi4 74 亿鹢佚意㑊溢殪绎 27 "压抑 抑制 抑郁 抑或" "抑 yi4 to restrain; to restrict; to keep down; or
压抑 ya1yi4 to constrain or repress emotions; oppressive; stifling; depressing; repression
抑制 yi4zhi4 to inhibit; to keep down; to suppress
抑郁 yi4yu4 depressed; despondent; gloomy
抑或 yi4huo4 or; could it be that...?"
挹 yi4 74 翼弋枍义肄𬟁翳悒 28  "挹 yi4 (literary) to scoop up; to ladle out; (literary) to draw toward oneself"
易 yi4 74 溢燚肄翳佚瘗刈绎 29 "容易 贸易 交易 不易" "易 yi4 easy; amiable; to change; to exchange
容易 rong2yi4 easy; straightforward; likely; liable to; apt to
贸易 mao4yi4 (commercial) trade
交易 jiao1yi4 to deal; to trade; to transact; transaction; deal
不易 bu4yi4 not easy to do sth; difficult; unchanging"
杙 yi4 74 翳悒瘗疫𬟁𫄷殪屹 30  "杙 yi4 post for tethering animals"
枍 yi4 74 瘗邑轶议镱杙翳裛 31  
殪 yi4 74 裔邑懿奕杙鹢佚峄 32  "殪 yi4 to exterminate"
毅 yi4 74 杙鹝瘗奕艺镒翊益 33 "毅力 毅然 坚毅 刚毅" "毅 yi4 firm and resolute; staunch
毅力 yi4li4 perseverance; willpower
毅然 yi4ran2 firmly; resolutely; without hesitation
坚毅 jian1yi4 firm and persistent; unswerving determination
刚毅 gang1yi4 resolute; steadfast; stalwart"
浥 yi4 74 弈劓熠薏癔呓懿悒 34  "浥 yi4 damp; moist"
溢 yi4 74 杙翼刈薏缢㑊翊异 35 "洋溢 溢出 充溢 溢价" "溢 yi4 to overflow; (literary) excessive
洋溢 yang2yi4 brimming with; steeped in
溢出 yi4chu1 to overflow; to spill over; (computing) overflow
充溢 chong1yi4 to overflow (with riches); replete
溢价 yi4jia4 premium; to pay a premium"
潩 yi4 74 毅邑𬟁翼悒役易勚 36  
熠 yi4 74 绎刈𫄷鹝鹢驿义逸 37 熠熠 "熠 yi4 to glow; to flash
熠熠 yi4yi4 glistening; bright"
燚 yi4 74 潩谊瘗鹝羿懿佾裛 38  "燚 yi4 to blaze"
疫 yi4 74 驿𬬩鹢薏熠悒蜴艺 39 "疫情 疫苗 免疫 检疫" "疫 yi4 epidemic; plague
疫情 yi4qing2 epidemic situation
疫苗 yi4miao2 vaccine
免疫 mian3yi4 immunity (to disease)
检疫 jian3yi4 quarantine"
瘗 yi4 74 㑊奕殪佚翌怿裔易 40  "瘗 yi4 bury; sacrifice"
癔 yi4 74 翊义邑议刈乂怿谊 41  
益 yi4 74 弋驿悒潩绎𬟁刈毅 42 "利益 日益 权益 收益" "益 yi4 benefit; profit; advantage; beneficial; to increase; to add; all the more
利益 li4yi4 benefit; (in sb's) interest
日益 ri4yi4 day by day; more and more; increasingly; more and more with each passing day
权益 quan2yi4 rights; interests; rights and benefits
收益 shou1yi4 earnings; profit"
绎 yi4 74 逸翊裔峄忆挹熠㑊 43 演绎 "绎 yi4 continuous; to interpret; to unravel
演绎 yan3yi4 (of a story etc) to unfold; to play out; to develop (a technique etc); to enact; (logic) to deduce; to infer"
缢 yi4 74 翊佾峄勚挹鹢枍潩 44 自缢 "缢 yi4 (literary) to die by hanging or strangulation
自缢 zi4yi4 to hang oneself"
𫄷 yi4 74 埸刈嫕熠弈懿𬟁异 45  
羿 yi4 74 驿劓弈勚忆挹癔裛 46  "羿 yi4 name of legendary archer"
翊 yi4 74 驿意悒邑屹翳勚弈 47  "翊 yi4 assist; ready to fly; respect"
翌 yi4 74 绎谊懿𬬩忆镱羿义 48 "翌日 翌年" "翌 yi4 bright; tomorrow
翌日 yi4ri4 next day
翌年 yi4nian2 the following year; the next year"
翳 yi4 74 𬬩羿肄挹呓弈嫕燚 49  "翳 yi4 feather screen; to screen; to shade; cataract"
翼 yi4 74 羿亦役佚毅忆邑𬬩 50 "右翼 左翼 羽翼 机翼" "翼 yi4 wing; area surrounding the bullseye of a target; to assist; one of the 28 constellations of chinese astronomy
右翼 you4yi4 the right flank; (politically) right-wing
左翼 zuo3yi4 left-wing (political)
羽翼 yu3yi4 wing; (fig.) assistant
机翼 ji1yi4 wing (of an aircraft)"
肄 yi4 74 奕意轶鹢羿亦绎𫄷 51 肄业 "肄 yi4 to learn
肄业 yi4ye4 to attend (a school); to drop out (of college etc)"
臆 yi4 74 亿异勚螠谊枍诣燚 52 臆想 "臆 yi4 (bound form) chest; breast; inner feelings; subjective
臆想 yi4xiang3 subjective idea"
艺 yi4 74 屹羿螠𬬩峄潩弈绎 53 "艺术 文艺 工艺 艺人" "艺 yi4 skill; art
艺术 yi4shu4 art
文艺 wen2yi4 literature and art
工艺 gong1yi4 arts and crafts; industrial arts
艺人 yi4ren2 performing artist; actor"
艾 yi4 74 勚刈溢议翼乂疫薏 54  "艾 ai4 chinese mugwort or wormwood; moxa; to stop or cut short"
薏 yi4 74 劓乂裔佚绎翳鹢悒 55  
𬟁 yi4 74 𬬩谊翌溢癔峄杙缢 56  
蜴 yi4 74 义镱弈翌悒臆殪廙 57  "蜥蜴 xi1yi4 lizard"
螠 yi4 74 翳屹浥逸异燚臆悒 58  "螠 yi4 echiuroid (spoon worm)"
裔 yi4 74 鹢谊枍乂诣疫羿臆 59 "华裔 后裔 亚裔 族裔" "裔 yi4 descendants; frontier
华裔 hua2yi4 ethnic chinese; non-chinese citizen of chinese ancestry
后裔 hou4yi4 descendant
亚裔 ya4yi4 of asian descent
族裔 zu2yi4 ethnic group"
裛 yi4 74 艺癔镒亿勚挹枍刈 60  "裛 yi4 to wrap and bind; damp; dripping; wet; a book bag"
议 yi4 74 嫕埸浥鹝意义裔驿 61 "建议 会议 协议 抗议" "议 yi4 to comment on; to discuss; to suggest
建议 jian4yi4 to propose; to suggest; to recommend; proposal; suggestion; recommendation
会议 hui4yi4 meeting; conference
协议 xie2yi4 agreement; pact; protocol
抗议 kang4yi4 to protest; protest"
译 yi4 74 癔悒议潩绎缢弈㑊 62 "翻译 译文 口译 编译" "译 yi4 to translate; to interpret
翻译 fan1yi4 to translate; to interpret; translator; interpreter; translation; interpretation
译文 yi4wen2 translated text
口译 kou3yi4 interpreting
编译 bian1yi4 to translate and edit; translator-editor; (computing) to compile (source code)"
诣 yi4 74 谊羿悒义㑊殪意亿 63 造诣 "诣 yi4 to go (to visit a superior); one's current attainment in learning or art
造诣 zao4yi4 level of mastery (of a skill or area of knowledge); (archaic) to pay a visit to sb"
谊 yi4 74 毅溢亦鹝忆役臆埸 64 "友谊 情谊 联谊" "谊 yi4 friendship
友谊 you3yi4 companionship; fellowship; friendship
情谊 qing2yi4 friendship; camaraderie
联谊 lian2yi4 friendship; fellowship"
轶 yi4 74 臆裔勚缢议刈薏蜴 65  "轶 yi4 to excel; to surpass; to be scattered"
逸 yi4 74 𬬩易亦肄刈杙瘗忆 66 "飘逸 安逸 逃逸 逸事" "逸 yi4 to escape; leisurely; outstanding
飘逸 piao1yi4 graceful; elegant; to drift; to float
安逸 an1yi4 easy and comfortable; easy
逃逸 tao2yi4 to escape; to run away; to abscond
逸事 yi4shi4 anecdote; lost or apocryphal story about famous person"
邑 yi4 74 益毅谊熠羿杙潩绎 67  "邑 yi4 city; village"
𬬩 yi4 74 翌益勚异燚逸裛峄 68  
镒 yi4 74 缢镱刈轶埸𫄷悒诣 69  
镱 yi4 74 义懿悒𬬩薏佚嫕蜴 70  "镱 yi4 ytterbium (chemistry)"
驿 yi4 74 弋嫕呓翳毅邑劓挹 71  "驿 yi4 post horse; relay station"
鹝 yi4 74 溢镒诣役义逸羿驿 72  "鹝 yi4 pheasant; turkey"
鹢 yi4 74 邑奕议峄忆勚熠癔 73  "鹢 yi4 a kind of aquatic bird"
俙 xi1 67 犀奚惜兮西熄膝汐 74  
傒 xi1 67 烯菥犀酅溪熻熙巇 75  "傒 xi1 to wait; servant; path"
僖 xi1 67 穸嶲皙希曦溪悉螅 76  "僖 xi1 cautious; merry; joyful"
兮 xi1 67 希奚皙晞牺熙俙釐 77  
吸 xi1 67 熙郗皙酅熻饻膝烯 78 "吸引 呼吸 吸收 吸烟" "吸 xi1 to breathe; to suck in; to absorb; to inhale
吸引 xi1yin3 to attract; to appeal to; to fascinate
呼吸 hu1xi1 to breathe
吸收 xi1shou1 to absorb; to assimilate; to ingest; to recruit
吸烟 xi1yan1 to smoke"
唏 xi1 67 睎息鼷膝晰吸嶲稀 79 唏嘘 "唏 xi1 sound of sobbing
唏嘘 xi1xu1 to sob"
嘻 xi1 67 浠西恓夕唏硒熄鼷 80 嘻嘻 "嘻 xi1 laugh; giggle; (interjection expressing admiration, surprise etc); (interjection expressing surprise, grief etc)
嘻嘻 xi1xi1 hee hee; happy"
夕 xi1 67 犀穸西希皙豨烯悉 81 "夕阳 前夕 除夕 朝夕" "夕 xi1 dusk; evening
夕阳 xi1yang2 sunset; the setting sun
前夕 qian2xi1 eve; the day before
除夕 chu2xi1 lunar new year's eve
朝夕 zhao1xi1 morning and night; all the time"
奚 xi1 67 穸熻吸羲俙稀膝烯 82 奚落 "奚 xi1 (literary) what?; where?; why?
奚落 xi1luo4 to taunt; to ridicule; to jeer at; to treat coldly; to abandon"
嬉 xi1 67 唏犀嘻穸西兮螅睎 83 "嬉戏 嬉笑" "嬉 xi1 amusement
嬉戏 xi1xi4 to frolic; to romp
嬉笑 xi1xiao4 to be laughing and playing; to giggle"
嶲 xi1 67 熻酅郗舾曦烯羲熹 84  
巇 xi1 67 熙翕觿唏睎僖膝熻 85  "巇 xi1 mountain-gorge; ravine"
希 xi1 67 嶲硒俙熻釐牺觿唏 86 "希望 希腊 希尔 希奇" "希 xi1 to hope; to admire
希望 xi1wang4 to wish for; to desire; hope
希腊 xi1la4 greece
希尔 xi1er3 hill (name); christopher hill, us undersecretary of state of east asian affairs
希奇 xi1qi2 rare; strange"
恓 xi1 67 息昔熹夕曦悉奚惜 87  "恓 xi1 troubled; vexed"
息 xi1 67 曦豨翕皙僖爔硒巇 88 "信息 消息 休息 气息" "息 xi1 breath; news; interest (on an investment or loan); to cease; to stop; to rest
信息 xin4xi1 information; news; message
消息 xiao1xi5 news; information
休息 xiu1xi5 rest; to rest
气息 qi4xi1 breath; smell; odor; flavor"
悉 xi1 67 唏稀熙息郗西蜥晰 89 "据悉 获悉 悉尼 悉心" "悉 xi1 in all cases; know
据悉 ju4xi1 according to reports; it is reported (that)
获悉 huo4xi1 to learn of sth; to find out; to get news
悉尼 xi1ni2 sydney, capital of new south wales, australia
悉心 xi1xin1 to put one's heart (and soul) into sth; with great care"
惜 xi1 67 昔蟋樨析豨嶲蜥嬉 90 "可惜 珍惜 不惜 惋惜" "惜 xi1 to cherish; to begrudge; to pity
可惜 ke3xi1 it is a pity; what a pity; unfortunately
珍惜 zhen1xi1 to treasure; to value; to cherish
不惜 bu4xi1 not stint; not spare; not hesitate (to do sth); not scruple (to do sth)
惋惜 wan3xi1 to regret; to feel that it is a great pity; to feel sorry for sb"
昔 xi1 67 俙菥兮牺汐希犀睎 91 "昔日 往昔 昔年" "昔 xi1 former times; the past
昔日 xi1ri4 former days; in the past
往昔 wang3xi1 the past
昔年 xi1nian2 former years; previous years"
晞 xi1 67 蜥惜俙浠汐硒酅吸 92  "晞 xi1 dawn; to dry in the sun"
晰 xi1 67 嶲巇觿牺爔嬉稀暿 93 "清晰 明晰" "晰 xi1 clear; distinct; white
清晰 qing1xi1 clear; distinct
明晰 ming2xi1 clear; well-defined; limpid"
暿 xi1 67 奚豨浠熙溪睎熻硒 94  
曦 xi1 67 嘻浠嶲晞爔蜥皙熙 95 晨曦 "曦 xi1 (literary) sunlight (usu. in early morning)
晨曦 chen2xi1 first rays of morning sun; first glimmer of dawn"
析 xi1 67 牺蜥晞僖唏熄汐熹 96 "分析 解析 剖析 辨析" "析 xi1 to separate; to divide; to analyze
分析 fen1xi1 to analyze; analysis
解析 jie3xi1 to analyze; to resolve; (math.) analysis; analytic
剖析 pou1xi1 to analyze; to dissect
辨析 bian4xi1 to differentiate and analyze; to discriminate"
樨 xi1 67 稀晰夕膝硒醯嶲粞 97  "樨 xi1 osmanthus fragrans"
汐 xi1 67 唏硒浠暿螅熙犀菥 98 潮汐 "汐 xi1 night tides; evening ebbtide
潮汐 chao2xi1 tide"
浠 xi1 67 蟋巇粞窸恓嘻溪菥 99  "浠 xi1 name of a river in hubei"
淅 xi1 67 恓饻嶲夕觿螅息傒 100  
溪 xi1 67 稀醯晞螅硒恓傒析 101 "小溪 溪流 玉溪" "溪 xi1 creek; rivulet
小溪 xiao3xi1 brook; streamlet
溪流 xi1liu2 stream
玉溪 yu4xi1 yuxi, prefecture-level city in yunnan"
烯 xi1 67 昔膝溪犀樨饻窸熻 102  "烯 xi1 alkene"
熄 xi1 67 觿酅穸汐犀嬉晰奚 103 "熄灭 熄灯 熄火" "熄 xi1 to extinguish; to put out (fire); to quench; to stop burning; to go out (of fire, lamp etc); to come to an end; to wither away; to die out
熄灭 xi1mie4 to stop burning; to go out (of fire); to die out; extinguished
熄灯 xi1deng1 turn out the lights; lights out
熄火 xi1huo3 (of fire, lamp etc) to go out; to put out (fire); (fig.) to die down; (of a vehicle) to stall"
熙 xi1 67 翕谿粞西肸醯吸唏 104  "熙 xi1 (bound form) (literary) bright; prosperous; splendid; genial"
熹 xi1 67 浠菥稀昔西巇翕蜥 105  "熹 xi1 bright; warm"
熻 xi1 67 奚夕熹羲釐希昔醯 106  
爔 xi1 67 鼷溪硒羲傒睎豨夕 107  "爔 xi1 (archaic) fire"
牺 xi1 67 晞巇釐汐惜粞唏烯 108 牺牲 "牺 xi1 sacrifice
牺牲 xi1sheng1 to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice"
犀 xi1 67 醯奚夕嘻汐穸熻菥 109 "犀利 灵犀 犀牛" "犀 xi1 rhinoceros; sharp
犀利 xi1li4 sharp; incisive; penetrating
灵犀 ling2xi1 rhinoceros horn, reputed to confer telepathic powers; fig. mutual sensitivity; tacit exchange of romantic feelings; a meeting of minds
犀牛 xi1niu2 rhinoceros"
皙 xi1 67 膝奚汐吸昔翕釐傒 110  "白皙 bai2xi1 (of complexion or skin) fair and clear"
睎 xi1 67 晞硒熻希奚蟋釐舾 111  "睎 xi1 to long for; to gaze at"
硒 xi1 67 西析夕嶲蜥樨溪希 112  "硒 xi1 selenium (chemistry)"
稀 xi1 67 犀悉暿巇肸惜粞谿 113 "依稀 稀饭 稀少 稀罕" "稀 xi1 rare; uncommon; watery; sparse
依稀 yi1xi1 vaguely; dimly; probably; very likely
稀饭 xi1fan4 porridge; gruel; congee
稀少 xi1shao3 sparse; rare
稀罕 xi1han5 rare; uncommon; rare thing; rarity; to value as a rarity; to cherish"
穸 xi1 67 锡膝稀蟋希爔饻汐 114  "穸 xi1 tomb"
窸 xi1 67 希熙夕樨谿嶲僖西 115  "窸 xi1 disturbing noises"
粞 xi1 67 菥爔傒兮曦睎希昔 116  "粞 xi1 ground rice; thresh rice"
羲 xi1 67 嶲恓硒锡悉郗觿菥 117  
翕 xi1 67 希硒觿熹蟋爔穸曦 118  "翕 xi1 to open and close (the mouth etc); friendly; compliant"
肸 xi1 67 俙谿熄醯巇晰釐郗 119  
腊 xi1 67 蜥舾西悉兮嘻淅溪 120 "希腊 腊月 腊肉 腊梅" "腊 xi1 dried meat
希腊 xi1la4 greece
腊月 la4yue4 twelfth lunar month
腊肉 la4rou4 cured meat; bacon
腊梅 la4mei2 wintersweet; chimonanthus praecox"
膝 xi1 67 晞唏溪爔菥吸僖硒 121 "膝盖 双膝 膝下" "膝 xi1 knee
膝盖 xi1gai4 knee; (internet slang) to kneel down (in admiration)
双膝 shuang1xi1 both knees
膝下 xi1xia4 at the knee (in reference to children); (salutation used in letters to parents or grandparents)"
舾 xi1 67 巇豨淅汐浠傒粞曦 122  
茜 xi1 67 曦傒浠溪嘻吸菥熹 123  "茜 qian4 rubia cordifolia; indian madder; munjeet"
菥 xi1 67 汐暿巇蜥釐窸爔粞 124  
蜥 xi1 67 锡嘻爔烯羲熄嬉恓 125  "蜥蜴 xi1yi4 lizard"
螅 xi1 67 舾樨嬉肸蟋牺犀翕 126  "螅 xi1 (intestinal worm)"
蟋 xi1 67 唏淅傒巇郗粞菥嘻 127  "蟋蟀 xi1shuai4 cricket (insect)"
裼 xi1 67 悉蟋夕淅稀豨窸析 128  "裼 xi1 to bare the upper body"
西 xi1 67 郗傒奚溪爔犀昔饻 129 "东西 西方 西藏 西部" "西 xi1 the west; spanish; west
东西 dong1xi5 thing; stuff; person
西方 xi1fang1 the west; the occident; western countries
西藏 xi1zang4 tibet
西部 xi1bu4 western part"
觿 xi1 67 晞析稀嘻息熄巇羲 130  "觿 xi1 ivory bodkin for undoing knots"
谿 xi1 67 醯惜晰窸嶲樨肸翕 131  
豨 xi1 67 穸昔谿樨淅舾犀恓 132  "豨 xi1 swine"
蹊 xi1 67 暿浠息晞巇舾菥醯 133 蹊跷 "蹊 xi1 footpath
蹊跷 qi1qiao1 odd; queer; strange; fishy"
郗 xi1 67 息奚曦僖淅菥鼷睎 134  
酅 xi1 67 息犀恓析醯希鼷肸 135  "酅 xi1 place name"
醯 xi1 67 息觿窸爔嶲西膝饻 136  "醯 xi1 acyl"
釐 xi1 67 唏穸晰熙嘻惜锡翕 137  
锡 xi1 67 俙熄醯郗暿曦饻稀 138 无锡 "锡 xi1 tin (chemistry); to bestow; to confer; to grant
无锡 wu2xi1 wuxi, prefecture-level city in jiangsu"
饻 xi1 67 悉樨曦昔肸巇熄爔 139  
鼷 xi1 67 傒浠犀惜嬉淅粞谿 140  "鼷 xi1 mouse"
佖 bi4 53 诐薜畀毕蔽必庳荜 141  
咇 bi4 53 篦畀跸坒荜璧薜哔 142  "咇 bi4 fragrant"
哔 bi4 53 璧坒闭襞荜敝碧篦 143  "哔 bi4 (phonetic)"
坒 bi4 53 筚皕蔽苾璧弊珌荜 144  "坒 bi4 to compare; to match; to equal"
壁 bi4 53 庇璧嬖狴婢荜畀臂 145 "隔壁 墙壁 壁画 壁炉" "壁 bi4 wall; rampart
隔壁 ge2bi4 next door; neighbor
墙壁 qiang2bi4 wall
壁画 bi4hua4 mural (painting); fresco
壁炉 bi4lu2 fireplace"
婢 bi4 53 弊哔诐赑襞陛毙荜 146 "奴婢 婢女" "婢 bi4 slave girl; maid servant
奴婢 nu2bi4 slave servant
婢女 bi4nü3 slave girl; servant girl"
嬖 bi4 53 跸诐狴珌髀襞婢币 147  "嬖 bi4 (treat as a) favorite"
币 bi4 53 跸铋髀愎嬖痹弊苾 148 "人民币 货币 银币 外币" "币 bi4 money; coins; currency; silk
人民币 ren2min2bi4 renminbi (rmb); chinese yuan (cny)
货币 huo4bi4 currency; monetary; money
银币 yin2bi4 silver coin
外币 wai4bi4 foreign currency"
庇 bi4 53 箅萆蔽毙畀庳髀碧 149 "庇护 包庇" "庇 bi4 to protect; cover; shelter; hide or harbor
庇护 bi4hu4 asylum; shelter; to shield; to put under protection; to take under one's wing
包庇 bao1bi4 to shield; to harbor; to cover up"
庳 bi4 53 毙陛咇毕篦筚嬖襞 150  "庳 bi4 low-built house"
弊 bi4 53 跸馝毖赑咇邲哔铋 151 "作弊 弊端 利弊 弊病" "弊 bi4 detriment; fraud; harm; defeat
作弊 zuo4bi4 to practice fraud; to cheat; to engage in corrupt practices
弊端 bi4duan1 systemic problem (sometimes refers specifically to corrupt practices)
利弊 li4bi4 pros and cons; merits and drawbacks; advantages and disadvantages
弊病 bi4bing4 malady; evil; malpractice; drawback; disadvantage"
弼 bi4 53 邲襞诐愎箅咇蔽敝 152  "弼 bi4 to assist"
必 bi4 53 蓖苾璧裨薜箅闭濞 153 "必须 必要 不必 必然" "必 bi4 certainly; must; will; necessarily
必须 bi4xu1 to have to; must; compulsory; necessarily
必要 bi4yao4 necessary; essential; indispensable; required
不必 bu4bi4 need not; does not have to; not necessarily
必然 bi4ran2 inevitable; certain; necessity"
愎 bi4 53 蓖觱庇皕庳诐篦毖 154  "愎 bi4 perverse; obstinate; willful"
敝 bi4 53 箅哔庳壁璧嬖薜毙 155  "敝 bi4 my (polite); poor; ruined; shabby; worn out; defeated"
毕 bi4 53 襞狴愎婢铋裨蓖珌 156 "毕业 毕竟 毕业生 完毕" "毕 bi4 the whole of; to finish; to complete; complete; full; finished
毕业 bi4ye4 graduation; to graduate; to finish school
毕竟 bi4jing4 after all; all in all; when all is said and done; in the final analysis
毕业生 bi4ye4sheng1 graduate
完毕 wan2bi4 to finish; to end; to complete"
毖 bi4 53 陛赑薜咇哔苾毙濞 157  "毖 bi4 careful; to prevent"
毙 bi4 53 毕邲毖弊蓖馝婢筚 158 "枪毙 击毙 毙命" "毙 bi4 to die; to shoot dead; to reject; to fall forward; (suffix) to death; to collapse
枪毙 qiang1bi4 to execute by firing squad; to shoot dead; fig. to discard; to get rid of
击毙 ji1bi4 to kill; to shoot dead
毙命 bi4ming4 to meet violent death; to get killed"
泌 bi4 53 嬖铋愎髀萆闭馝庇 159 泌尿 "分泌 fen1mi4 to secrete; secretion
泌尿 mi4niao4 to urinate; urination"
滗 bi4 53 馝碧弼畀蔽必皕邲 160  "滗 bi4 to drain; to strain; to decant"
濞 bi4 53 薜壁赑萆篦哔敝婢 161  
狴 bi4 53 赑觱币毖畀濞咇诐 162  "狴 bi4 (tapir)"
珌 bi4 53 弊必毙庳庇蔽铋碧 163  "珌 bi4 gem on scabbard"
璧 bi4 53 裨弼邲馝避襞狴蔽 164 "连璧 合璧" "璧 bi4 jade annulus
连璧 lian2bi4 to join jade annuli; fig. to combine two good things
合璧 he2bi4 to match harmoniously"
畀 bi4 53 弊弼毕币荜佖篦毙 165  "畀 bi4 to confer on; to give to"
痹 bi4 53 咇碧弼萆髀璧邲铋 166 麻痹 "痹 bi4 paralysis; numbness
麻痹 ma2bi4 paralysis; palsy; numbness; to benumb; (fig.) to lull; negligent; apathetic"
皕 bi4 53 敝愎壁滗婢赑弊邲 167  "皕 bi4 two-hundred (rarely used); 200"
碧 bi4 53 襞佖滗庇毕狴痹篦 168 "雪碧 碧蓝 碧玉" "碧 bi4 green jade; bluish green; blue; jade
雪碧 xue3bi4 sprite (soft drink)
碧蓝 bi4lan2 dark blue
碧玉 bi4yu4 jasper"
秘 bi4 53 弼狴臂苾坒弊邲璧 169 "秘密 神秘 秘书 秘诀" "秘 mi4 secret; secretary
秘密 mi4mi4 secret; private; confidential; clandestine
神秘 shen2mi4 mysterious; mystery
秘书 mi4shu1 secretary
秘诀 mi4jue2 secret know-how; key (to longevity); secret (of happiness); recipe (for success)"
筚 bi4 53 皕愎襞弊箅壁跸荜 170  "筚 bi4 wicker"
箅 bi4 53 嬖滗苾襞毖闭碧裨 171  "箅 bi4 (bound form) bamboo grid for steaming food"
篦 bi4 53 畀馝庳嬖筚薜濞铋 172  "篦 bi4 fine-toothed comb; to comb"
臂 bi4 53 滗弊薜币婢狴痹碧 173 "手臂 双臂 臂膀 胳臂" "臂 bi4 arm
手臂 shou3bi4 arm; helper
